"""Red-head,"" said the soldiers, and little Peter laughed but when one of them sometimes said to another, ""Foxey,"" he would bite his teeth together and look another way- into the wide world.",neutral
He did not care for the nickname.,neutral
"The boy was active, pleasant of speech, and good-humored that is the best canteen, said his old comrades.",neutral
"And many a night he had to sleep under the open sky, wet through with the driving rain or the falling mist but his good humor never forsook him.",neutral
"The drum-sticks sounded, ""Rub-a-dub, all up, all up!""",neutral
"Yes, he was certainly born to be a drummer.",neutral
The day of battle dawned.,neutral
"The sun had not yet risen, but the morning was come.",neutral
"The air was cold, the battle was hot there was mist in the air, but still more gunpowder-smoke.",neutral
"The bullets and shells flew over the soldiers' heads, and into their heads- into their bodies and limbs but still they pressed forward.",neutral
"Here or there one or other of them would sink on his knees, with bleeding temples and a face as white as chalk.",neutral
"""March!",neutral
Forward!,neutral
"March!""",neutral
"This, was the word of command for the drum.",neutral
"The word had not yet been given to fall back, though they might have done so, and perhaps there would have been much sense in it and now at last the word ""Retire"" was given but our little drummer beat ""Forward! march!"" for he had understood the command thus, and the soldiers obeyed the sound of the drum.",neutral
"That was a good roll, and proved the summons to victory for the men, who had already begun to give way.",neutral
Life and limb were lost in the battle.,neutral
"Bombshells tore away the flesh in red strips bombshells lit up into a terrible glow the strawheaps to which the wounded had dragged themselves, to lie untended for many hours, perhaps for all the hours they had to live.",neutral
"It's no use thinking of it and yet one cannot help thinking of it, even far away in the peaceful town.",neutral
"The drummer and his wife also thought of it, for Peter was at the war.",neutral
"""Now, I'm tired of these complaints,"" said the Fire-drum.",neutral
"Again the day of battle dawned the sun had not yet risen, but it was morning.",neutral
The drummer and his wife were asleep.,neutral
"They had been talking about their son, as, indeed, they did almost every night, for he was out yonder in God's hand.",neutral
"And the father dreamt that the war was over, that the soldiers had returned home, and that Peter wore a silver cross on his breast.",neutral
"But the mother dreamt that she had gone into the church, and had seen the painted pictures and the carved angels with the gilded hair, and her own dear boy, the golden treasure of her heart, who was standing among the angels in white robes, singing so sweetly, as surely only the angels can sing and that he had soared up with them into the sunshine, and nodded so kindly at his mother.",neutral
"She folded her hands, and hid her face in the cotton curtains of the bed, and wept.",sadness
"""Where does he rest now? among the many in the big grave that they have dug for the dead?",neutral
"And the days went by, in life as in dreams!",neutral
It was evening.,neutral
"Over the battle-field a rainbow spread, which touched the forest and the deep marsh.",neutral
"It has been said, and is preserved in popular belief, that where the rainbow touches the earth a treasure lies buried, a golden treasure and here there was one.",neutral
"No one but his mother thought of the little drummer, and therefore she dreamt of him.",neutral
"And the days went by, in life as in dreams!",neutral
"Not a hair of his head had been hurt, not a golden hair.",neutral
"""Drum-ma-rum! drum-ma-rum! there he is!"" the Drum might have said, and his mother might have sung, if she had seen or dreamt it.",neutral
"With hurrah and song, adorned with green wreaths of victory, they came home, as the war was at an end, and peace had been signed.",neutral
"And days and weeks went by, and Peter came into his parents' room.",neutral
"She had her boy back again he had not a silver cross on his breast, as his father had dreamt, but he had sound limbs, a thing the mother had not dreamt.",neutral
And what a rejoicing was there!,neutral
They laughed and they wept and Peter embraced the old Fire-drum.,joy
"""There stands the old skeleton still!"" he said.",neutral
And the father beat a roll upon it.,neutral
"""One would think that a great fire had broken out here,"" said the Fire-drum.",neutral
And what then?,neutral
What then!- Ask the town musician.,neutral
"""Peter's far outgrowing the drum,"" he said.",neutral
"""Peter will be greater than I.""",neutral
"And yet he was the son of a royal plate-washer but all that he had learned in half a lifetime, Peter learned in half a year.",neutral
"There was something so merry about him, something so truly kind-hearted.",neutral
"His eyes gleamed, and his hair gleamed too- there was no denying that!",neutral
"""He ought to have his hair dyed,"" said the neighbor's wife.",neutral
"""That answered capitally with the policeman's daughter, and she got a husband.""",neutral
"""But her hair turned as green as duckweed, and was always having to be colored up.""",neutral
"""She knows how to manage for herself,"" said the neighbors, ""and so can Peter.",neutral
"He comes to the most genteel houses, even to the burgomaster's where he gives Miss Charlotte piano-forte lessons.""",neutral
He could play!,neutral
"He could play, fresh out of his heart, the most charming pieces, that had never been put upon music-paper.",neutral
"He played in the bright nights, and in the dark nights, too.",neutral
"He played until his thoughts soared up, and burst forth in great plans for the future: ""To be famous!""",neutral
And burgomaster's Charlotte sat at the piano.,neutral
"Her delicate fingers danced over the keys, and made them ring into Peter's heart.",neutral
Heaven knows what he said but we may be allowed to guess at it.,neutral
"She reddened from brow to neck, and answered not a single word and then strangers came into the room, and one of them was the state councillor's son.",neutral
"He had a lofty white forehead, and carried it so high that it seemed to go back into his neck.",neutral
"And Peter sat by her a long time, and she looked at him with gentle eyes.",neutral
"At home that evening he spoke of travel in the wide world, and of the golden treasure that lay hidden for him in his violin.",neutral
"""Tum-me-lum, tum-me-lum, tum-me-lum!"" said the Fire-drum.",neutral
"""Peter has gone clear out of his wits.",neutral
"I think there must be a fire in the house.""",neutral
Next day the mother went to market.,neutral
"""Shall I tell you news, Peter?"" she asked when she came home.",neutral
"""A capital piece of news.",neutral
"Burgomaster's Charlotte has engaged herself to the state councillor's son the betrothal took place yesterday evening.""",neutral
"But his mother persisted in saying ""Yes.""",neutral
"""Good Heaven! what's the matter with you?"" asked his mother.",surprise
"""Nothing, nothing only leave me to myself,"" he answered but the tears were running down his cheeks.",sadness
"""My sweet child, my golden treasure!"" cried the mother, and she wept but the Fire-drum sang, not out loud, but inwardly.",sadness
"""Charlotte's gone!",neutral
"Charlotte's gone! and now the song is done.""",neutral
"But the song was not done there were many more verses in it, long verses, the most beautiful verses, the golden treasures of a life.",neutral
"""She behaves like a mad woman,"" said the neighbor's wife.",neutral
"""All the world is to see the letters she gets from her golden treasure, and to read the words that are written in the papers about his violin playing.",neutral
"And he sends her money too, and that's very useful to her since she has been a widow.""",neutral
"""He plays before emperors and kings,"" said the town musician.",neutral
"""I never had that fortune, but he's my pupil, and he does not forget his old master.""",neutral
"And his mother said, ""His father dreamt that Peter came home from the war with a silver cross.",neutral
"He did not gain one in the war, but it is still more difficult to gain one in this way.",neutral
Now he has the cross of honor.,neutral
"""He played at our house before he played in the presence of kings,"" said the burgomaster's wife.",neutral
"""At that time he was quite smitten with Charlotte.",neutral
He was always of an aspiring turn.,neutral
At that time he was saucy and an enthusiast.,neutral
"My husband laughed when he heard of the foolish affair, and now our Charlotte is a state councillor's wife.""",neutral
"A golden treasure had been hidden in the heart and soul of the poor child, who had beaten the roll as a drummer- a roll of victory for those who had been ready to retreat.",neutral
"There was a golden treasure in his bosom, the power of sound it burst forth on his violin as if the instrument had been a complete organ, and as if all the elves of a midsummer night were dancing across the strings.",neutral
"In its sounds were heard the piping of the thrush and the full clear note of the human voice therefore the sound brought rapture to every heart, and carried his name triumphant through the land.",neutral
That was a great firebrand- the firebrand of inspiration.,neutral
"His eyes were as clear and his face was as radiant as sunshine and he held his mother in his arms, and she kissed his mouth, and wept as blissfully as any one can weep for joy and he nodded at every old piece of furniture in the room, at the cupboard with the tea-cups, and at the flower-vase.",joy
"He nodded at the sleeping-bench, where he had slept as a little boy but the old Fire-drum he brought out, and dragged it into the middle of the room, and said to it and to his mother: ""My father would have beaten a famous roll this evening.",neutral
"I expect that the same thing will happen to his mother, from pure joy over her golden treasure.""",neutral
And this is the story of the Golden Treasure.,neutral
"He brought enormous wealth home from the conquered towns, and gradually accumulated in his residence riches which could nowhere be equalled.",neutral
"The prince often looked with delight upon his gold and his magnificent edifices, and thought, like the crowd: ""What a mighty prince!",joy
But I must have more- much more.,neutral
"He made war with all his neighbours, and defeated them.",neutral
"""Well,"" said the prince.",neutral
"And in his haughtiness and foolish presumption he ordered a magnificent ship to be constructed, with which he could sail through the air it was gorgeously fitted out and of many colours like the tail of a peacock, it was covered with thousands of eyes, but each eye was the barrel of a gun.",neutral
"The prince sat in the centre of the ship, and had only to touch a spring in order to make thousands of bullets fly out in all directions, while the guns were at once loaded again.",neutral
"Hundreds of eagles were attached to this ship, and it rose with the swiftness of an arrow up towards the sun.",neutral
"The earth was soon left far below, and looked, with its mountains and woods, like a cornfield where the plough had made furrows which separated green meadows soon it looked only like a map with indistinct lines upon it and at last it entirely disappeared in mist and clouds.",neutral
Higher and higher rose the eagles up into the air then God sent one of his numberless angels against the ship.,neutral
"The wicked prince showered thousands of bullets upon him, but they rebounded from his shining wings and fell down like ordinary hailstones.",neutral
"One drop of blood, one single drop, came out of the white feathers of the angel's wings and fell upon the ship in which the prince sat, burnt into it, and weighed upon it like thousands of hundredweights, dragging it rapidly down to the earth again the strong wings of the eagles gave way, the wind roared round the prince's head, and the clouds around- were they formed by the smoke rising up from the burnt cities?- took strange shapes, like crabs many, many miles long, which stretched their claws out after him, and rose up like enormous rocks, from which rolling masses dashed down, and became fire-spitting dragons.",neutral
"The prince was lying half-dead in his ship, when it sank at last with a terrible shock into the branches of a large tree in the wood.",neutral
"And he spent seven years in the construction of wonderful ships to sail through the air, and had darts cast from the hardest steel to break the walls of heaven with.",neutral
"He gathered warriors from all countries, so many that when they were placed side by side they covered the space of several miles.",neutral
"They entered the ships and the prince was approaching his own, when God sent a swarm of gnats- one swarm of little gnats.",neutral
"They buzzed round the prince and stung his face and hands angrily he drew his sword and brandished it, but he only touched the air and did not hit the gnats.",anger
"Then he ordered his servants to bring costly coverings and wrap him in them, that the gnats might no longer be able to reach him.",neutral
"The servants carried out his orders, but one single gnat had placed itself inside one of the coverings, crept into the prince's ear and stung him.",neutral
"The place burnt like fire, and the poison entered into his blood.",neutral
"Mad with pain, he tore off the coverings and his clothes too, flinging them far away, and danced about before the eyes of his ferocious soldiers, who now mocked at him, the mad prince, who wished to make war with God, and was overcome by a single little gnat.",anger
"GRANDMOTHER is very old, her face is wrinkled, and her hair is quite white but her eyes are like two stars, and they have a mild, gentle expression in them when they look at you, which does you good.",neutral
"She wears a dress of heavy, rich silk, with large flowers worked on it and it rustles when she moves.",neutral
"Grandmother knows a great deal, for she was alive before father and mother- that's quite certain.",neutral
"She has a hymn-book with large silver clasps, in which she often reads and in the book, between the leaves, lies a rose, quite flat and dry it is not so pretty as the roses which are standing in the glass, and yet she smiles at it most pleasantly, and tears even come into her eyes.",joy
"""I wonder why grandmother looks at the withered flower in the old book that way?",neutral
"Do you know?""",neutral
"At her side sits a young man, tall and strong he gives her a rose and she smiles.",joy
"Yes, she is smiling at the memory of that day, and many thoughts and recollections of the past but the handsome young man is gone, and the rose has withered in the old book, and grandmother is sitting there, again an old woman, looking down upon the withered rose in the book.",neutral
Grandmother is dead now.,neutral
"She had been sitting in her arm-chair, telling us a long, beautiful tale and when it was finished, she said she was tired, and leaned her head back to sleep awhile.",neutral
"She smiled once more, and then people said she was dead.",joy
"We did not feel at all afraid to look at the corpse of her who had been such a dear, good grandmother.",neutral
"The hymn-book, in which the rose still lay, was placed under her head, for so she had wished it and then they buried grandmother.",neutral
"On the grave, close by the churchyard wall, they planted a rose-tree it was soon full of roses, and the nightingale sat among the flowers, and sang over the grave.",neutral
"From the organ in the church sounded the music and the words of the beautiful psalms, which were written in the old book under the head of the dead one.",neutral
"The moon shone down upon the grave, but the dead was not there every child could go safely, even at night, and pluck a rose from the tree by the churchyard wall.",neutral
The dead know more than we do who are living.,neutral
"They know what a terror would come upon us if such a strange thing were to happen, as the appearance of a dead person among us.",neutral
"The earth has been heaped on the coffin, and it is earth only that lies within it.",neutral
"The leaves of the hymn-book are dust and the rose, with all its recollections, has crumbled to dust also.",neutral
Eyes can never die.,neutral
"Ours will once again behold dear grandmother, young and beautiful as when, for the first time, she kissed the fresh, red rose, that is now dust in the grave.",neutral
"VERY often, after a violent thunder-storm, a field of buckwheat appears blackened and singed, as if a flame of fire had passed over it.",neutral
"It is a large venerable tree, though a little crippled by age.",neutral
"The trunk has been split, and out of the crevice grass and brambles grow.",neutral
"The tree bends for-ward slightly, and the branches hang quite down to the ground just like green hair.",neutral
The corn has a smiling look and the heaviest and richest ears bend their heads low as if in pious humility.,joy
"Once there was also a field of buckwheat, and this field was exactly opposite to old willow-tree.",neutral
"But the buckwheat spread itself out with pride, and said, ""Stupid tree he is so old that grass grows out of his body.""",anger
"""Inferior, indeed!"" said the buckwheat.",anger
"The branches of the old willow-tree rustled in the wind, and large water-drops fell from his green leaves as if the old willow were weeping.",sadness
This is the story told me by the sparrows one evening when I begged them to relate some tale to me.,neutral
"IN the city of Florence, not far from the Piazza del Granduca, runs a little street called Porta Rosa.",neutral
"In this street, just in front of the market-place where vegetables are sold, stands a pig, made of brass and curiously formed.",neutral
"The bright color has been changed by age to dark green but clear, fresh water pours from the snout, which shines as if it had been polished, and so indeed it has, for hundreds of poor people and children seize it in their hands as they place their mouths close to the mouth of the animal, to drink.",neutral
"Every one who visits Florence can very quickly find the place he has only to ask the first beggar he meets for the Metal Pig, and he will be told where it is.",neutral
"It was late on a winter evening the mountains were covered with snow, but the moon shone brightly, and moonlight in Italy is like a dull winter's day in the north indeed it is better, for clear air seems to raise us above the earth, while in the north a cold, gray, leaden sky appears to press us down to earth, even as the cold damp earth shall one day press on us in the grave.",neutral
"In the garden of the grand duke's palace, under the roof of one of the wings, where a thousand roses bloom in winter, a little ragged boy had been sitting the whole day long a boy, who might serve as a type of Italy, lovely and smiling, and yet still suffering.",sadness
"He was hungry and thirsty, yet no one gave him anything and when it became dark, and they were about to close the gardens, the porter turned him out.",sadness
"He stood a long time musing on the bridge which crosses the Arno, and looking at the glittering stars, reflected in the water which flowed between him and the elegant marble bridge Della Trinita.",neutral
"He then walked away towards the Metal Pig, half knelt down, clasped it with his arms, and then put his mouth to the shining snout and drank deep draughts of the fresh water.",neutral
"Close by, lay a few salad-leaves and two chestnuts, which were to serve for his supper.",neutral
"No one was in the street but himself it belonged only to him, so he boldly seated himself on the pig's back, leaned forward so that his curly head could rest on the head of the animal, and, before he was aware, he fell asleep.",neutral
It was midnight.,neutral
"First, they arrived at the Piazza del Granduca, and the metal horse which bears the duke's statue, neighed aloud.",neutral
"The painted coats-of-arms on the old council-house shone like transparent pictures, and Michael Angelo's David tossed his sling it was as if everything had life.",neutral
"By the Palazzo degli Uffizi, in the arcade, where the nobility assemble for the carnival, the Metal Pig stopped.",neutral
"""Hold fast,"" said the animal ""hold fast, for I am going up stairs.""",neutral
The little boy said not a word he was half pleased and half afraid.,joy
"They entered a long gallery, where the boy had been before.",neutral
"The walls were resplendent with paintings here stood statues and busts, all in a clear light as if it were day.",neutral
"Here stood the figure of a beautiful woman, as beautifully sculptured as possible by one of the great masters.",neutral
"Her graceful limbs appeared to move dolphins sprang at her feet, and immortality shone from her eyes.",neutral
The world called her the Venus de' Medici.,neutral
"By her side were statues, in which the spirit of life breathed in stone figures of men, one of whom whetted his sword, and was named the Grinder wrestling gladiators formed another group, the sword had been sharpened for them, and they strove for the goddess of beauty.",neutral
"One glory eclipsed another yet there was one picture that fixed itself on the little boy's memory, more especially because of the happy children it represented, for these the little boy had seen in daylight.",joy
"Many pass this picture by with indifference, and yet it contains a treasure of poetic feeling it represents Christ descending into Hades.",neutral
"They are not the lost whom the spectator sees, but the heathen of olden times.",neutral
On this picture the boy's eyes rested longer than on any other: the Metal Pig stood still before it.,neutral
A low sigh was heard.,neutral
Did it come from the picture or from the animal?,neutral
"The boy raised his hands towards the smiling children, and then the Pig ran off with him through the open vestibule.",joy
"So then they went on at a rapid pace through the streets of Florence, till they came to the square before the church of Santa Croce.",neutral
"The folding-doors flew open, and light streamed from the altar through the church into the deserted square.",neutral
"A wonderful blaze of light streamed from one of the monuments in the left-side aisle, and a thousand moving stars seemed to form a glory round it even the coat-of-arms on the tomb-stone shone, and a red ladder on a blue field gleamed like fire.",neutral
It was the grave of Galileo.,neutral
